NR_REF;POSTO_GRADUACAO;QUADRO;RACA
18319;CB      ;QPPM;BRANCO    
18320;CB      ;QPPM;BRANCO    
18321;CB      ;QPPM;BRANCO    
18322;CB      ;QPPM;PARDO     
18323;CB      ;QPPM;BRANCO    
18324;CB      ;QPPM;PARDO     
18325;CB      ;QPPM;BRANCO    
18326;CB      ;QPPM;PARDO     
18327;CB      ;QPPM;PARDO     
18328;CB      ;QPPM;BRANCO    
18329;CB      ;QPPM;INDIGENA  
18330;CB      ;QPPM;PARDO     
18331;CB      ;QPPM;PARDO     
18332;CB      ;QPPM;PARDO     
18333;CB      ;QPPM;PARDO     
18334;CB      ;QPPM;BRANCO    
18335;CB      ;QPPM;BRANCO    
18336;CB      ;QPPM;PARDO     
18337;CB      ;QPPM;PARDO     
18338;CB      ;QPPM;PARDO     
18339;CB      ;QPPM;PARDO     
18340;CB      ;QPPM;BRANCO    
18341;CB      ;QPPM;PARDO     
18342;CB      ;QPPM;PARDO     
18343;CB      ;QPPM;BRANCO    
18344;CB      ;QPPM;BRANCO    
18345;CB      ;QPPM;BRANCO    
18346;CB      ;QPPM;BRANCO    
18347;CB      ;QPPM;PRETO     
18348;CB      ;QPPM;PARDO     
18349;CB      ;QPPM;BRANCO    
18350;CB      ;QPPM;BRANCO    
18351;CB      ;QPPM;BRANCO    
18352;CB      ;QPPM;PARDO     
18353;CB      ;QPPM;BRANCO    
18354;CB      ;QPPM;PARDO     
18355;CB      ;QPPM;BRANCO    
18356;CB      ;QPPM;PARDO     
18357;CB      ;QPPM;PARDO     
18358;CB      ;QPPM;PARDO     
18359;CB      ;QPPM;NAO INF.  
18360;CB      ;QPPM;PARDO     
18361;CB      ;QPPM;NAO INF.  
18362;CB      ;QPPM;BRANCO    
18363;CB      ;QPPM;PARDO     
18364;CB      ;QPPM;PARDO     
18365;CB      ;QPPM;BRANCO    
18366;CB      ;QPPM;PARDO     
18367;CB      ;QPPM;PARDO     
18368;CB      ;QPPM;PARDO     
18369;CB      ;QPPM;PARDO     
18370;CB      ;QPPM;BRANCO    
18371;CB      ;QPPM;PARDO     
18372;CB      ;QPPM;PARDO     
18373;CB      ;QPPM;BRANCO    
18374;CB      ;QPPM;PARDO     
18375;CB      ;QPPM;BRANCO    
18376;CB      ;QPPM;PRETO     
18377;CB      ;QPPM;PRETO     
18378;CB      ;QPPM;NAO INF.  
18379;CB      ;QPPM;BRANCO    
18380;CB      ;QPPM;BRANCO    
18381;CB      ;QPPM;BRANCO    
18382;CB      ;QPPM;PARDO     
18383;CB      ;QPPM;BRANCO    
18384;CB      ;QPPM;BRANCO    
18385;CB      ;QPPM;PARDO     
18386;CB      ;QPPM;PARDO     
18387;CB      ;QPPM;BRANCO    
18388;CB      ;QPPM;PARDO     
18389;CB      ;QPPM;BRANCO    
18390;CB      ;QPPM;BRANCO    
18391;CB      ;QPPM;BRANCO    
18392;CB      ;QPPM;BRANCO    
18393;CB      ;QPPM;BRANCO    
18394;CB      ;QPPM;PARDO     
18395;CB      ;QPPM;PARDO     
18396;CB      ;QPPM;BRANCO    
18397;CB      ;QPPM;PARDO     
18398;CB      ;QPPM;PARDO     
18399;CB      ;QPPM;BRANCO    
18400;CB      ;QPPM;PARDO     
18401;CB      ;QPPM;PARDO     
18402;CB      ;QPPM;BRANCO    
18403;CB      ;QPPM;BRANCO    
18404;CB      ;QPPM;BRANCO    
18405;CB      ;QPPM;PARDO     
18406;CB      ;QPPM;PARDO     
18407;CB      ;QPPM;BRANCO    
18408;CB      ;QPPM;PARDO     
18409;CB      ;QPPM;PARDO     
18410;CB      ;QPPM;BRANCO    
18411;CB      ;QPPM;PARDO     
18412;CB      ;QPPM;BRANCO    
18413;CB      ;QPPM;PARDO     
18414;CB      ;QPPM;BRANCO    
18415;CB      ;QPPM;PRETO     
18416;CB      ;QPPM;BRANCO    
18417;CB      ;QPPM;PARDO     
18418;CB      ;QPPM;BRANCO    
18419;CB      ;QPPM;NAO INF.  
18420;CB      ;QPPM;BRANCO    
18421;CB      ;QPPM;PARDO     
18422;CB      ;QPPM;PARDO     
18423;CB      ;QPPM;BRANCO    
18424;CB      ;QPPM;BRANCO    
18425;CB      ;QPPM;BRANCO    
18426;CB      ;QPPM;PARDO     
18427;CB      ;QPPM;PARDO     
18428;CB      ;QPPM;PRETO     
18429;CB      ;QPPM;BRANCO    
18430;CB      ;QPPM;BRANCO    
18431;CB      ;QPPM;BRANCO    
18432;CB      ;QPPM;BRANCO    
18433;CB      ;QPPM;PARDO     
18434;CB      ;QPPM;PARDO     
18435;CB      ;QPPM;PARDO     
18436;CB      ;QPPM;BRANCO    
18437;CB      ;QPPM;PRETO     
18438;CB      ;QPPM;BRANCO    
18439;CB      ;QPPM;PARDO     
18440;CB      ;QPPM;BRANCO    
18441;CB      ;QPPM;PARDO     
18442;CB      ;QPPM;PARDO     
18443;CB      ;QPPM;PARDO     
18444;CB      ;QPPM;BRANCO    
18445;CB      ;QPPM;BRANCO    
18446;CB      ;QPPM;PRETO     
18447;CB      ;QPPM;BRANCO    
18448;CB      ;QPPM;BRANCO    
18449;CB      ;QPPM;BRANCO    
18450;CB      ;QPPM;BRANCO    
18451;CB      ;QPPM;BRANCO    
18452;CB      ;QPPM;PARDO     
18453;CB      ;QPPM;PRETO     
18454;CB      ;QPPM;PARDO     
18455;CB      ;QPPM;BRANCO    
18456;CB      ;QPPM;PARDO     
18457;CB      ;QPPM;PARDO     
18458;CB      ;QPPM;PARDO     
18459;CB      ;QPPM;PARDO     
18460;CB      ;QPPM;BRANCO    
18461;CB      ;QPPM;PARDO     
18462;CB      ;QPPM;PARDO     
18463;CB      ;QPPM;PARDO     
18464;CB      ;QPPM;PARDO     
18465;CB      ;QPPM;PRETO     
18466;CB      ;QPPM;PARDO     
18467;CB      ;QPPM;PARDO     
18468;CB      ;QPPM;BRANCO    
18469;CB      ;QPPM;BRANCO    
18470;CB      ;QPPM;PARDO     
18471;CB      ;QPPM;BRANCO    
18472;CB      ;QPPM;BRANCO    
18473;CB      ;QPPM;BRANCO    
18474;CB      ;QPPM;PARDO     
18475;CB      ;QPPM;PRETO     
18476;CB      ;QPPM;BRANCO    
18477;CB      ;QPPM;PARDO     
18478;CB      ;QPPM;BRANCO    
18479;CB      ;QPPM;PARDO     
18480;CB      ;QPPM;BRANCO    
18481;CB      ;QPPM;PARDO     
18482;CB      ;QPPM;BRANCO    
18483;CB      ;QPPM;PARDO     
18484;CB      ;QPPM;PARDO     
18485;CB      ;QPPM;PARDO     
18486;CB      ;QPPM;BRANCO    
18487;CB      ;QPPM;PARDO     
18488;CB      ;QPPM;BRANCO    
18489;CB      ;QPPM;PARDO     
18490;CB      ;QPPM;BRANCO    
18491;CB      ;QPPM;BRANCO    
18492;CB      ;QPPM;BRANCO    
18493;CB      ;QPPM;PARDO     
18494;CB      ;QPPM;PARDO     
18495;CB      ;QPPM;PARDO     
18496;CB      ;QPPM;PARDO     
18497;CB      ;QPPM;BRANCO    
18498;CB      ;QPPM;BRANCO    
18499;CB      ;QPPM;PARDO     
18500;CB      ;QPPM;PARDO     
18501;CB      ;QPPM;BRANCO    
18502;CB      ;QPPM;PARDO     
18503;CB      ;QPPM;BRANCO    
18504;CB      ;QPPM;PARDO     
18505;CB      ;QPPM;BRANCO    
18506;CB      ;QPPM;BRANCO    
18507;CB      ;QPPM;PRETO     
18508;CB      ;QPPM;BRANCO    
18509;CB      ;QPPM;BRANCO    
18510;CB      ;QPPM;PRETO     
18511;CB      ;QPPM;BRANCO    
18512;CB      ;QPPM;BRANCO    
18513;CB      ;QPPM;BRANCO    
18514;CB      ;QPPM;NAO INF.  
18515;CB      ;QPPM;BRANCO    
18516;CB      ;QPPM;PRETO     
18517;CB      ;QPPM;BRANCO    
18518;CB      ;QPPM;PRETO     
18519;CB      ;QPPM;PARDO     
18520;CB      ;QPPM;NAO INF.  
18521;CB      ;QPPM;PARDO     
18522;CB      ;QPPM;BRANCO    
18523;CB      ;QPPM;BRANCO    
18524;CB      ;QPPM;BRANCO    
18525;CB      ;QPPM;BRANCO    
18526;CB      ;QPPM;BRANCO    
18527;CB      ;QPPM;BRANCO    
18528;CB      ;QPPM;PARDO     
18529;CB      ;QPPM;PARDO     
18530;CB      ;QPPM;PARDO     
18531;CB      ;QPPM;BRANCO    
18532;CB      ;QPPM;BRANCO    
18533;CB      ;QPPM;BRANCO    
18534;CB      ;QPPM;PARDO     
18535;CB      ;QPPM;PARDO     
18536;CB      ;QPPM;PARDO     
18537;CB      ;QPPM;BRANCO    
18538;CB      ;QPPM;BRANCO    
18539;CB      ;QPPM;BRANCO    
18540;CB      ;QPPM;PARDO     
18541;CB      ;QPPM;BRANCO    
18542;CB      ;QPPM;PARDO     
18543;CB      ;QPPM;PARDO     
18544;CB      ;QPPM;PARDO     
18545;CB      ;QPPM;BRANCO    
18546;CB      ;QPPM;PARDO     
18547;CB      ;QPPM;AMARELO   
18548;CB      ;QPPM;PARDO     
18549;CB      ;QPPM;PARDO     
18550;CB      ;QPPM;NAO INF.  
18551;CB      ;QPPM;BRANCO    
18552;CB      ;QPPM;PARDO     
18553;CB      ;QPPM;BRANCO    
18554;CB      ;QPPM;PARDO     
18555;CB      ;QPPM;BRANCO    
18556;CB      ;QPPM;BRANCO    
18557;CB      ;QPPM;BRANCO    
18558;CB      ;QPPM;INDIGENA  
18559;CB      ;QPPM;BRANCO    
18560;CB      ;QPPM;BRANCO    
18561;CB      ;QPPM;PARDO     
18562;CB      ;QPPM;PARDO     
18563;CB      ;QPPM;NAO INF.  
18564;CB      ;QPPM;BRANCO    
18565;CB      ;QPPM;BRANCO    
18566;CB      ;QPPM;PARDO     
18567;CB      ;QPPM;BRANCO    
18568;CB      ;QPPM;BRANCO    
18569;CB      ;QPPM;BRANCO    
18570;CB      ;QPPM;BRANCO    
18571;CB      ;QPPM;PRETO     
18572;CB      ;QPPM;BRANCO    
18573;CB      ;QPPM;BRANCO    
18574;CB      ;QPPM;BRANCO    
18575;CB      ;QPPM;BRANCO    
18576;CB      ;QPPM;NAO INF.  
18577;CB      ;QPPM;PARDO     
18578;CB      ;QPPM;PARDO     
18579;CB      ;QPPM;BRANCO    
18580;CB      ;QPPM;PARDO     
18581;CB      ;QPPM;BRANCO    
18582;CB      ;QPPM;PARDO     
18583;CB      ;QPPM;BRANCO    
18584;CB      ;QPPM;BRANCO    
18585;CB      ;QPPM;BRANCO    
18586;CB      ;QPPM;PARDO     
18587;CB      ;QPPM;PARDO     
18588;CB      ;QPPM;PARDO     
18589;CB      ;QPPM;BRANCO    
18590;CB      ;QPPM;BRANCO    
18591;CB      ;QPPM;BRANCO    
18592;CB      ;QPPM;PARDO     
18593;CB      ;QPPM;BRANCO    
18594;CB      ;QPPM;BRANCO    
18595;CB      ;QPPM;BRANCO    
18596;CB      ;QPPM;PARDO     
18597;CB      ;QPPM;BRANCO    
18598;CB      ;QPPM;PARDO     
18599;CB      ;QPPM;BRANCO    
18600;CB      ;QPPM;BRANCO    
18601;CB      ;QPPM;PARDO     
18602;CB      ;QPPM;PARDO     
18603;CB      ;QPPM;PRETO     
18604;CB      ;QPPM;PARDO     
18605;CB      ;QPPM;PARDO     
18606;CB      ;QPPM;PARDO     
18607;CB      ;QPPM;PARDO     
18608;CB      ;QPPM;PARDO     
18609;CB      ;QPPM;PARDO     
18610;CB      ;QPPM;PARDO     
18611;CB      ;QPPM;BRANCO    
18612;CB      ;QPPM;PARDO     
18613;CB      ;QPPM;NAO INF.  
18614;CB      ;QPPM;BRANCO    
18615;CB      ;QPPM;PARDO     
18616;CB      ;QPPM;BRANCO    
18617;CB      ;QPPM;PRETO     
18618;CB      ;QPPM;AMARELO   
18619;CB      ;QPPM;NAO INF.  
18620;CB      ;QPPM;PARDO     
18621;CB      ;QPPM;BRANCO    
18622;CB      ;QPPM;BRANCO    
18623;CB      ;QPPM;BRANCO    
18624;CB      ;QPPM;PARDO     
18625;CB      ;QPPM;PARDO     
18626;CB      ;QPPM;PARDO     
18627;CB      ;QPPM;PARDO     
18628;CB      ;QPPM;BRANCO    
18629;CB      ;QPPM;NAO INF.  
18630;CB      ;QPPM;BRANCO    
18631;CB      ;QPPM;BRANCO    
18632;CB      ;QPPM;PARDO     
18633;CB      ;QPPM;BRANCO    
18634;CB      ;QPPM;PRETO     
18635;CB      ;QPPM;BRANCO    
18636;CB      ;QPPM;PARDO     
18637;CB      ;QPPM;PARDO     
18638;CB      ;QPPM;BRANCO    
18639;CB      ;QPPM;BRANCO    
18640;CB      ;QPPM;PARDO     
18641;CB      ;QPPM;PARDO     
18642;CB      ;QPPM;PARDO     
18643;CB      ;QPPM;BRANCO    
18644;CB      ;QPPM;PARDO     
18645;CB      ;QPPM;BRANCO    
18646;CB      ;QPPM;BRANCO    
18647;CB      ;QPPM;BRANCO    
18648;CB      ;QPPM;BRANCO    
18649;CB      ;QPPM;BRANCO    
18650;CB      ;QPPM;PARDO     
18651;CB      ;QPPM;PARDO     
18652;CB      ;QPPM;PARDO     
18653;CB      ;QPPM;BRANCO    
18654;CB      ;QPPM;PARDO     
18655;CB      ;QPPM;BRANCO    
18656;CB      ;QPPM;BRANCO    
18657;CB      ;QPPM;PARDO     
18658;CB      ;QPPM;PARDO     
18659;CB      ;QPPM;BRANCO    
18660;CB      ;QPPM;BRANCO    
18661;CB      ;QPPM;BRANCO    
18662;CB      ;QPPM;PARDO     
18663;CB      ;QPPM;PARDO     
18664;CB      ;QPPM;BRANCO    
18665;CB      ;QPPM;PARDO     
18666;CB      ;QPPM;PRETO     
18667;CB      ;QPPM;BRANCO    
18668;CB      ;QPPM;PARDO     
18669;CB      ;QPPM;BRANCO    
18670;CB      ;QPPM;BRANCO    
18671;CB      ;QPPM;NAO INF.  
18672;CB      ;QPPM;BRANCO    
18673;CB      ;QPPM;BRANCO    
18674;CB      ;QPPM;PARDO     
18675;CB      ;QPPM;PARDO     
18676;CB      ;QPPM;BRANCO    
18677;CB      ;QPPM;NAO INF.  
18678;CB      ;QPPM;BRANCO    
18679;CB      ;QPPM;BRANCO    
18680;CB      ;QPPM;BRANCO    
18681;CB      ;QPPM;PARDO     
18682;CB      ;QPPM;BRANCO    
18683;CB      ;QPPM;NAO INF.  
18684;CB      ;QPPM;PARDO     
18685;CB      ;QPPM;PARDO     
18686;CB      ;QPPM;PARDO     
18687;CB      ;QPPM;BRANCO    
18688;CB      ;QPPM;BRANCO    
18689;CB      ;QPPM;NAO INF.  
18690;CB      ;QPPM;NAO INF.  
18691;CB      ;QPPM;PARDO     
18692;CB      ;QPPM;PRETO     
18693;CB      ;QPPM;BRANCO    
18694;CB      ;QPPM;PRETO     
18695;CB      ;QPPM;BRANCO    
18696;CB      ;QPPM;NAO INF.  
18697;CB      ;QPPM;PARDO     
18698;CB      ;QPPM;PARDO     
18699;CB      ;QPPM;PARDO     
18700;CB      ;QPPM;AMARELO   
18701;CB      ;QPPM;BRANCO    
18702;CB      ;QPPM;BRANCO    
18703;CB      ;QPPM;BRANCO    
18704;CB      ;QPPM;PARDO     
18705;CB      ;QPPM;BRANCO    
18706;CB      ;QPPM;BRANCO    
18707;CB      ;QPPM;PARDO     
18708;CB      ;QPPM;PARDO     
18709;CB      ;QPPM;PARDO     
18710;CB      ;QPPM;BRANCO    
18711;CB      ;QPPM;BRANCO    
18712;CB      ;QPPM;BRANCO    
18713;CB      ;QPPM;PARDO     
18714;CB      ;QPPM;BRANCO    
18715;CB      ;QPPM;PARDO     
18716;CB      ;QPPM;BRANCO    
18717;CB      ;QPPM;PARDO     
18718;CB      ;QPPM;PARDO     
18719;CB      ;QPPM;BRANCO    
18720;CB      ;QPPM;PRETO     
18721;CB      ;QPPM;BRANCO    
18722;CB      ;QPPM;PARDO     
18723;CB      ;QPPM;PARDO     
18724;CB      ;QPPM;PRETO     
18725;CB      ;QPPM;PARDO     
18726;CB      ;QPPM;BRANCO    
18727;CB      ;QPPM;BRANCO    
18728;CB      ;QPPM;BRANCO    
18729;CB      ;QPPM;NAO INF.  
18730;CB      ;QPPM;BRANCO    
18731;CB      ;QPPM;PARDO     
18732;CB      ;QPPM;PARDO     
18733;CB      ;QPPM;NAO INF.  
18734;CB      ;QPPM;PARDO     
18735;CB      ;QPPM;BRANCO    
18736;CB      ;QPPM;PARDO     
18737;CB      ;QPPM;BRANCO    
18738;CB      ;QPPM;BRANCO    
18739;CB      ;QPPM;BRANCO    
18740;CB      ;QPPM;BRANCO    
18741;CB      ;QPPM;PARDO     
18742;CB      ;QPPM;PRETO     
18743;CB      ;QPPM;NAO INF.  
18744;CB      ;QPPM;BRANCO    
18745;CB      ;QPPM;PARDO     
18746;CB      ;QPPM;PARDO     
18747;CB      ;QPPM;NAO INF.  
18748;CB      ;QPPM;PARDO     
18749;CB      ;QPPM;BRANCO    
18750;CB      ;QPPM;BRANCO    
18751;CB      ;QPPM;PARDO     
18752;CB      ;QPPM;BRANCO    
18753;CB      ;QPPM;PARDO     
18754;CB      ;QPPM;PARDO     
18755;CB      ;QPPM;PARDO     
18756;CB      ;QPPM;PARDO     
18757;CB      ;QPPM;PARDO     
18758;CB      ;QPPM;BRANCO    
18759;CB      ;QPPM;BRANCO    
18760;CB      ;QPPM;PARDO     
18761;CB      ;QPPM;BRANCO    
18762;CB      ;QPPM;BRANCO    
18763;CB      ;QPPM;PARDO     
18764;CB      ;QPPM;BRANCO    
18765;CB      ;QPPM;PRETO     
18766;CB      ;QPPM;PARDO     
18767;CB      ;QPPM;PRETO     
18768;CB      ;QPPM;PARDO     
18769;CB      ;QPPM;PRETO     
18770;CB      ;QPPM;BRANCO    
18771;CB      ;QPPM;PARDO     
18772;CB      ;QPPM;PARDO     
18773;CB      ;QPPM;BRANCO    
18774;CB      ;QPPM;PARDO     
18775;CB      ;QPPM;PARDO     
18776;CB      ;QPPM;PARDO     
18777;CB      ;QPPM;BRANCO    
18778;CB      ;QPPM;BRANCO    
18779;CB      ;QPPM;PRETO     
18780;CB      ;QPPM;BRANCO    
18781;CB      ;QPPM;PARDO     
18782;CB      ;QPPM;BRANCO    
18783;CB      ;QPPM;PARDO     
18784;CB      ;QPPM;PARDO     
18785;CB      ;QPPM;BRANCO    
18786;CB      ;QPPM;PRETO     
18787;CB      ;QPPM;NAO INF.  
18788;CB      ;QPPM;BRANCO    
18789;CB      ;QPPM;BRANCO    
18790;CB      ;QPPM;PARDO     
18791;CB      ;QPPM;PARDO     
18792;CB      ;QPPM;PARDO     
18793;CB      ;QPPM;PARDO     
18794;CB      ;QPPM;PARDO     
18795;CB      ;QPPM;BRANCO    
18796;CB      ;QPPM;PARDO     
18797;CB      ;QPPM;BRANCO    
18798;CB      ;QPPM;PARDO     
18799;CB      ;QPPM;AMARELO   
18800;CB      ;QPPM;BRANCO    
18801;CB      ;QPPM;PARDO     
18802;CB      ;QPPM;PARDO     
18803;CB      ;QPPM;BRANCO    
18804;CB      ;QPPM;BRANCO    
18805;CB      ;QPPM;BRANCO    
18806;CB      ;QPPM;BRANCO    
18807;CB      ;QPPM;BRANCO    
18808;CB      ;QPPM;PARDO     
18809;CB      ;QPPM;BRANCO    
18810;CB      ;QPPM;PARDO     
18811;CB      ;QPPM;BRANCO    
18812;CB      ;QPPM;BRANCO    
18813;CB      ;QPPM;BRANCO    
18814;CB      ;QPPM;BRANCO    
18815;CB      ;QPPM;NAO INF.  
18816;CB      ;QPPM;BRANCO    
18817;CB      ;QPPM;BRANCO    
18818;CB      ;QPPM;PARDO     
18819;CB      ;QPPM;BRANCO    
18820;CB      ;QPPM;BRANCO    
18821;CB      ;QPPM;PARDO     
18822;CB      ;QPPM;BRANCO    
18823;CB      ;QPPM;PARDO     
18824;CB      ;QPPM;BRANCO    
18825;CB      ;QPPM;BRANCO    
18826;CB      ;QPPM;PARDO     
18827;CB      ;QPPM;BRANCO    
18828;CB      ;QPPM;PARDO     
18829;CB      ;QPPM;BRANCO    
18830;CB      ;QPPM;BRANCO    
18831;CB      ;QPPM;BRANCO    
18832;CB      ;QPPM;PARDO     
18833;CB      ;QPPM;BRANCO    
18834;CB      ;QPPM;BRANCO    
18835;CB      ;QPPM;BRANCO    
18836;CB      ;QPPM;BRANCO    
18837;CB      ;QPPM;BRANCO    
18838;CB      ;QPPM;BRANCO    
18839;CB      ;QPPM;PARDO     
18840;CB      ;QPPM;PARDO     
18841;CB      ;QPPM;PRETO     
18842;CB      ;QPPM;BRANCO    
18843;CB      ;QPPM;PARDO     
18844;CB      ;QPPM;PARDO     
18845;CB      ;QPPM;BRANCO    
18846;CB      ;QPPM;BRANCO    
18847;CB      ;QPPM;PARDO     
18848;CB      ;QPPM;PRETO     
18849;CB      ;QPPM;BRANCO    
18850;CB      ;QPPM;BRANCO    
18851;CB      ;QPPM;PRETO     
18852;CB      ;QPPM;BRANCO    
18853;CB      ;QPPM;PARDO     
18854;CB      ;QPPM;BRANCO    
18855;CB      ;QPPM;PARDO     
18856;CB      ;QPPM;BRANCO    
18857;CB      ;QPPM;BRANCO    
18858;CB      ;QPPM;PARDO     
18859;CB      ;QPPM;PARDO     
18860;CB      ;QPPM;PARDO     
18861;CB      ;QPPM;BRANCO    
18862;CB      ;QPPM;PARDO     
18863;CB      ;QPPM;PARDO     
18864;CB      ;QPPM;PARDO     
18865;CB      ;QPPM;PARDO     
18866;CB      ;QPPM;BRANCO    
18867;CB      ;QPPM;BRANCO    
18868;CB      ;QPPM;PARDO     
18869;CB      ;QPPM;BRANCO    
18870;CB      ;QPPM;PARDO     
18871;CB      ;QPPM;PARDO     
18872;CB      ;QPPM;BRANCO    
18873;CB      ;QPPM;PRETO     
18874;CB      ;QPPM;PARDO     
18875;CB      ;QPPM;BRANCO    
18876;CB      ;QPPM;BRANCO    
18877;CB      ;QPPM;PARDO     
18878;CB      ;QPPM;PRETO     
18879;CB      ;QPPM;BRANCO    
18880;CB      ;QPPM;BRANCO    
18881;CB      ;QPPM;BRANCO    
18882;CB      ;QPPM;BRANCO    
18883;CB      ;QPPM;PARDO     
18884;CB      ;QPPM;BRANCO    
18885;CB      ;QPPM;PARDO     
18886;CB      ;QPPM;PARDO     
18887;CB      ;QPPM;PARDO     
18888;CB      ;QPPM;BRANCO    
18889;CB      ;QPPM;AMARELO   
18890;CB      ;QPPM;BRANCO    
18891;CB      ;QPPM;BRANCO    
18892;CB      ;QPPM;PARDO     
18893;CB      ;QPPM;PARDO     
18894;CB      ;QPPM;BRANCO    
18895;CB      ;QPPM;PARDO     
18896;CB      ;QPPM;BRANCO    
18897;CB      ;QPPM;BRANCO    
18898;CB      ;QPPM;BRANCO    
18899;CB      ;QPPM;PARDO     
18900;CB      ;QPPM;PARDO     
18901;CB      ;QPPM;BRANCO    
18902;CB      ;QPPM;BRANCO    
18903;CB      ;QPPM;BRANCO    
18904;CB      ;QPPM;BRANCO    
18905;CB      ;QPPM;PARDO     
18906;CB      ;QPPM;PARDO     
18907;CB      ;QPPM;BRANCO    
18908;CB      ;QPPM;PRETO     
18909;CB      ;QPPM;BRANCO    
18910;CB      ;QPPM;BRANCO    
18911;CB      ;QPPM;BRANCO    
18912;CB      ;QPPM;PARDO     
18913;CB      ;QPPM;BRANCO    
18914;CB      ;QPPM;PARDO     
18915;CB      ;QPPM;BRANCO    
18916;CB      ;QPPM;PARDO     
18917;CB      ;QPPM;BRANCO    
18918;CB      ;QPPM;BRANCO    
18919;CB      ;QPPM;BRANCO    
18920;CB      ;QPPM;BRANCO    
18921;CB      ;QPPM;PRETO     
18922;CB      ;QPPM;BRANCO    
18923;CB      ;QPPM;BRANCO    
18924;CB      ;QPPM;BRANCO    
18925;CB      ;QPPM;BRANCO    
18926;CB      ;QPPM;BRANCO    
18927;CB      ;QPPM;BRANCO    
18928;CB      ;QPPM;PARDO     
18929;CB      ;QPPM;PARDO     
18930;CB      ;QPPM;PARDO     
18931;CB      ;QPPM;BRANCO    
18932;CB      ;QPPM;BRANCO    
18933;CB      ;QPPM;PARDO     
18934;CB      ;QPPM;PARDO     
18935;CB      ;QPPM;PARDO     
18936;CB      ;QPPM;BRANCO    
18937;CB      ;QPPM;BRANCO    
18938;CB      ;QPPM;PRETO     
18939;CB      ;QPPM;BRANCO    
18940;CB      ;QPPM;PARDO     
18941;CB      ;QPPM;PARDO     
18942;CB      ;QPPM;BRANCO    
18943;CB      ;QPPM;BRANCO    
18944;CB      ;QPPM;PARDO     
18945;CB      ;QPPM;BRANCO    
18946;CB      ;QPPM;BRANCO    
18947;CB      ;QPPM;BRANCO    
18948;CB      ;QPPM;PARDO     
18949;CB      ;QPPM;PARDO     
18950;CB      ;QPPM;PARDO     
18951;CB      ;QPPM;PARDO     
18952;CB      ;QPPM;PARDO     
18953;CB      ;QPPM;BRANCO    
18954;CB      ;QPPM;PARDO     
18955;CB      ;QPPM;PARDO     
18956;CB      ;QPPM;PARDO     
18957;CB      ;QPPM;PARDO     
18958;CB      ;QPPM;PARDO     
18959;CB      ;QPPM;AMARELO   
18960;CB      ;QPPM;PARDO     
18961;CB      ;QPPM;PARDO     
18962;CB      ;QPPM;PARDO     
18963;CB      ;QPPM;BRANCO    
18964;CB      ;QPPM;PARDO     
18965;CB      ;QPPM;BRANCO    
18966;CB      ;QPPM;PARDO     
18967;CB      ;QPPM;BRANCO    
18968;CB      ;QPPM;PRETO     
18969;CB      ;QPPM;BRANCO    
18970;CB      ;QPPM;BRANCO    
18971;CB      ;QPPM;PARDO     
18972;CB      ;QPPM;BRANCO    
18973;CB      ;QPPM;BRANCO    
18974;CB      ;QPPM;BRANCO    
18975;CB      ;QPPM;PARDO     
18976;CB      ;QPPM;BRANCO    
18977;CB      ;QPPM;PARDO     
18978;CB      ;QPPM;PARDO     
18979;CB      ;QPPM;BRANCO    
18980;CB      ;QPPM;BRANCO    
18981;CB      ;QPPM;PARDO     
18982;CB      ;QPPM;PARDO     
18983;CB      ;QPPM;PARDO     
18984;CB      ;QPPM;BRANCO    
18985;CB      ;QPPM;PARDO     
18986;CB      ;QPPM;PARDO     
18987;CB      ;QPPM;BRANCO    
18988;CB      ;QPPM;PARDO     
18989;CB      ;QPPM;BRANCO    
18990;CB      ;QPPM;PRETO     
18991;CB      ;QPPM;NAO INF.  
18992;CB      ;QPPM;PARDO     
18993;CB      ;QPPM;BRANCO    
18994;CB      ;QPPM;BRANCO    
18995;CB      ;QPPM;PARDO     
18996;CB      ;QPPM;BRANCO    
18997;CB      ;QPPM;PARDO     
18998;CB      ;QPPM;BRANCO    
18999;CB      ;QPPM;PARDO     
19000;CB      ;QPPM;BRANCO    
19001;CB      ;QPPM;BRANCO    
19002;CB      ;QPPM;BRANCO    
19003;CB      ;QPPM;PARDO     
19004;CB      ;QPPM;BRANCO    
19005;CB      ;QPPM;PARDO     
19006;CB      ;QPPM;BRANCO    
19007;CB      ;QPPM;BRANCO    
19008;CB      ;QPPM;NAO INF.  
19009;CB      ;QPPM;BRANCO    
19010;CB      ;QPPM;BRANCO    
19011;CB      ;QPPM;BRANCO    
19012;CB      ;QPPM;PRETO     
19013;CB      ;QPPM;BRANCO    
19014;CB      ;QPPM;BRANCO    
19015;CB      ;QPPM;BRANCO    
19016;CB      ;QPPM;BRANCO    
19017;CB      ;QPPM;BRANCO    
19018;CB      ;QPPM;BRANCO    
19019;CB      ;QPPM;BRANCO    
19020;CB      ;QPPM;BRANCO    
19021;CB      ;QPPM;BRANCO    
19022;CB      ;QPPM;BRANCO    
19023;CB      ;QPPM;NAO INF.  
19024;CB      ;QPPM;BRANCO    
19025;CB      ;QPPM;BRANCO    
19026;CB      ;QPPM;BRANCO    
19027;CB      ;QPPM;BRANCO    
19028;CB      ;QPPM;NAO INF.  
19029;CB      ;QPPM;PARDO     
19030;CB      ;QPPM;BRANCO    
19031;CB      ;QPE ;PARDO     
